Entity,Code,Year,Rapeseed | 00000270 || Production | 005510 || tonnes
European Union (27) (FAO),,1998,10044474
European Union (27) (FAO),,1999,12632641
European Union (27) (FAO),,2000,10171360
European Union (27) (FAO),,2001,10463344
European Union (27) (FAO),,2002,10247708
European Union (27) (FAO),,2003,9335014
European Union (27) (FAO),,2004,13894448
European Union (27) (FAO),,2005,13793720
European Union (27) (FAO),,2006,14251863
European Union (27) (FAO),,2007,16353152
European Union (27) (FAO),,2008,17014116
European Union (27) (FAO),,2009,19570535
European Union (27) (FAO),,2010,18364704
European Union (27) (FAO),,2011,16486005
European Union (27) (FAO),,2012,16699298
European Union (27) (FAO),,2013,18852781
European Union (27) (FAO),,2014,21829547
European Union (27) (FAO),,2015,19310511
European Union (27) (FAO),,2016,18340336
European Union (27) (FAO),,2017,19776303
European Union (27) (FAO),,2018,17916570
European Union (27) (FAO),,2019,15288880
European Union (27) (FAO),,2020,16575050
Finland,FIN,1961,6421
Finland,FIN,1962,7900
Finland,FIN,1963,8000
Finland,FIN,1964,8700
Finland,FIN,1965,6700
Finland,FIN,1966,2800
Finland,FIN,1967,9200
Finland,FIN,1968,5900
Finland,FIN,1969,8100
Finland,FIN,1970,10200
Finland,FIN,1971,9400
Finland,FIN,1972,8500
Finland,FIN,1973,15900
Finland,FIN,1974,16600
Finland,FIN,1975,25800
Finland,FIN,1976,22300
Finland,FIN,1977,34900
Finland,FIN,1978,48200
Finland,FIN,1979,46000
Finland,FIN,1980,87600
Finland,FIN,1981,69100
Finland,FIN,1982,96300
Finland,FIN,1983,101200
Finland,FIN,1984,85700
Finland,FIN,1985,89300
Finland,FIN,1986,123900
Finland,FIN,1987,89700
Finland,FIN,1988,121100
Finland,FIN,1989,125300
Finland,FIN,1990,117000
Finland,FIN,1991,94900
Finland,FIN,1992,132600
Finland,FIN,1993,127400
Finland,FIN,1994,107900
Finland,FIN,1995,127900
Finland,FIN,1996,89400
Finland,FIN,1997,92900
Finland,FIN,1998,63900
Finland,FIN,1999,88300
Finland,FIN,2000,70900
Finland,FIN,2001,100800
Finland,FIN,2002,102800
Finland,FIN,2003,93600
Finland,FIN,2004,74800
Finland,FIN,2005,105600
Finland,FIN,2006,148200
Finland,FIN,2007,113500
Finland,FIN,2008,88900
Finland,FIN,2009,139900
Finland,FIN,2010,178500
Finland,FIN,2011,115100
Finland,FIN,2012,73200
Finland,FIN,2013,80200
Finland,FIN,2014,62100
Finland,FIN,2015,85300
Finland,FIN,2016,93900
Finland,FIN,2017,91300
Finland,FIN,2018,70900
Finland,FIN,2019,41900
Finland,FIN,2020,31120
France,FRA,1961,106519
France,FRA,1962,159972
France,FRA,1963,134950
France,FRA,1964,246592
France,FRA,1965,334219
France,FRA,1966,317123
France,FRA,1967,428760
France,FRA,1968,457505
France,FRA,1969,509200
France,FRA,1970,615400
France,FRA,1971,685300
France,FRA,1972,711500
France,FRA,1973,663200
France,FRA,1974,671600
France,FRA,1975,507300
France,FRA,1976,572300
France,FRA,1977,410900
France,FRA,1978,627970
France,FRA,1979,516000
France,FRA,1980,1092900
France,FRA,1981,1005600
France,FRA,1982,1185000
France,FRA,1983,968800
France,FRA,1984,1358200
France,FRA,1985,1418400
France,FRA,1986,1047530
France,FRA,1987,2655100
France,FRA,1988,2340000
France,FRA,1989,1870500
France,FRA,1990,1975600
France,FRA,1991,2291878
France,FRA,1992,1853724
France,FRA,1993,1586051
France,FRA,1994,1829022
France,FRA,1995,2703164
France,FRA,1996,2877511
France,FRA,1997,3443231
France,FRA,1998,3690310
France,FRA,1999,4391792
France,FRA,2000,3476819
France,FRA,2001,2877152
France,FRA,2002,3319958
France,FRA,2003,3369014
France,FRA,2004,3997879
France,FRA,2005,4532787
France,FRA,2006,4144485
France,FRA,2007,4691098
France,FRA,2008,4721288
France,FRA,2009,5588527
France,FRA,2010,4815239
France,FRA,2011,5369011
France,FRA,2012,5463186
France,FRA,2013,4366200
France,FRA,2014,5524094
France,FRA,2015,5334404
France,FRA,2016,4742935
France,FRA,2017,5317377
France,FRA,2018,4980540
France,FRA,2019,3523300
France,FRA,2020,3297120
Germany,DEU,1961,246383
Germany,DEU,1962,270971
Germany,DEU,1963,219856
Germany,DEU,1964,283952
Germany,DEU,1965,319965
Germany,DEU,1966,309242
Germany,DEU,1967,396686
Germany,DEU,1968,434654
Germany,DEU,1969,322520
Germany,DEU,1970,365810
Germany,DEU,1971,425190
Germany,DEU,1972,483182
Germany,DEU,1973,468266
Germany,DEU,1974,599069
Germany,DEU,1975,562406
Germany,DEU,1976,541987
Germany,DEU,1977,590077
Germany,DEU,1978,648670
Germany,DEU,1979,522643
Germany,DEU,1980,685801
Germany,DEU,1981,646711
Germany,DEU,1982,841380
Germany,DEU,1983,858665
Germany,DEU,1984,965314
Germany,DEU,1985,1182910
Germany,DEU,1986,1414910
Germany,DEU,1987,1630659
Germany,DEU,1988,1640233
Germany,DEU,1989,1869584
Germany,DEU,1990,2088213
Germany,DEU,1991,2972299
Germany,DEU,1992,2616811
Germany,DEU,1993,2847674
Germany,DEU,1994,2895544
Germany,DEU,1995,3103295
Germany,DEU,1996,1969826
Germany,DEU,1997,2866510
Germany,DEU,1998,3387928
Germany,DEU,1999,4284600
Germany,DEU,2000,3585661
Germany,DEU,2001,4160093
Germany,DEU,2002,3848696
Germany,DEU,2003,3633936
Germany,DEU,2004,5276589
Germany,DEU,2005,5051700
Germany,DEU,2006,5336500
Germany,DEU,2007,5320518
Germany,DEU,2008,5154700
Germany,DEU,2009,6306700
Germany,DEU,2010,5697595
Germany,DEU,2011,3869500
Germany,DEU,2012,4821100
Germany,DEU,2013,5784300
Germany,DEU,2014,6247400
Germany,DEU,2015,5016800
Germany,DEU,2016,4579600
Germany,DEU,2017,4268400
Germany,DEU,2018,3677200
Germany,DEU,2019,2830200
Germany,DEU,2020,3527300
Greece,GRC,1998,1000
Greece,GRC,1999,500
Greece,GRC,2000,1340
Greece,GRC,2001,2204
Greece,GRC,2002,3202
Greece,GRC,2003,4060
Greece,GRC,2004,5643
Greece,GRC,2005,5248
Greece,GRC,2006,4000
Greece,GRC,2007,727
Greece,GRC,2008,1164
Greece,GRC,2009,5345
Greece,GRC,2010,25175
Greece,GRC,2011,21897
Greece,GRC,2012,14087
Greece,GRC,2013,12181
Greece,GRC,2014,8173
Greece,GRC,2015,14950
Greece,GRC,2016,15510
Greece,GRC,2017,18854
Greece,GRC,2018,8210
Greece,GRC,2019,9680
Greece,GRC,2020,12080
High-income countries,,1961,1467465
High-income countries,,1962,1518490
High-income countries,,1963,1170670
High-income countries,,1964,1665895
High-income countries,,1965,2307154
High-income countries,,1966,2131230
High-income countries,,1967,2669787
High-income countries,,1968,2454852
High-income countries,,1969,2311074
High-income countries,,1970,3746986
High-income countries,,1971,4621339
High-income countries,,1972,3710964
High-income countries,,1973,3678243
High-income countries,,1974,3809013
High-income countries,,1975,4568897
High-income countries,,1976,3861502
High-income countries,,1977,4672221
High-income countries,,1978,6543073
High-income countries,,1979,5705638
High-income countries,,1980,6276065
High-income countries,,1981,5431931
High-income countries,,1982,6507581
High-income countries,,1983,6891151
High-income countries,,1984,9092204
High-income countries,,1985,9704493
High-income countries,,1986,10378846
High-income countries,,1987,12447538
High-income countries,,1988,12266815
High-income countries,,1989,11666923
High-income countries,,1990,12101562
High-income countries,,1991,14098252
High-income countries,,1992,12217281
High-income countries,,1993,13734063
High-income countries,,1994,16173951
High-income countries,,1995,17781562
High-income countries,,1996,14371583
High-income countries,,1997,17905436
High-income countries,,1998,21709318
High-income countries,,1999,26188363
High-income countries,,2000,21228296
High-income countries,,2001,19333448
High-income countries,,2002,18721121
High-income countries,,2003,19496936
High-income countries,,2004,25465785
High-income countries,,2005,27389307
High-income countries,,2006,27117948
High-income countries,,2007,28961346
High-income countries,,2008,32748623
High-income countries,,2009,36252181
High-income countries,,2010,35052238
High-income countries,,2011,35824101
High-income countries,,2012,37439050
High-income countries,,2013,43947495
High-income countries,,2014,44346550
High-income countries,,2015,44079119
High-income countries,,2016,42436776
High-income countries,,2017,47156538
High-income countries,,2018,44087160
High-income countries,,2019,40007360
High-income countries,,2020,40281897
Hungary,HUN,1961,9554
Hungary,HUN,1962,3692
Hungary,HUN,1963,4602
Hungary,HUN,1964,7982
Hungary,HUN,1965,7623
Hungary,HUN,1966,9187
Hungary,HUN,1967,7961
Hungary,HUN,1968,11569
Hungary,HUN,1969,21881
Hungary,HUN,1970,46096
Hungary,HUN,1971,70973
Hungary,HUN,1972,52170
Hungary,HUN,1973,68325
Hungary,HUN,1974,44891
Hungary,HUN,1975,65146
Hungary,HUN,1976,66696
Hungary,HUN,1977,89461
Hungary,HUN,1978,107922
Hungary,HUN,1979,41023
Hungary,HUN,1980,97591
Hungary,HUN,1981,75521
Hungary,HUN,1982,85352
Hungary,HUN,1983,92631
Hungary,HUN,1984,92203
Hungary,HUN,1985,85290
Hungary,HUN,1986,121491
Hungary,HUN,1987,108255
Hungary,HUN,1988,81909
Hungary,HUN,1989,98000
Hungary,HUN,1990,105608
Hungary,HUN,1991,111700
Hungary,HUN,1992,44319
Hungary,HUN,1993,22327
Hungary,HUN,1994,53135
Hungary,HUN,1995,88718
Hungary,HUN,1996,137613
Hungary,HUN,1997,144816
Hungary,HUN,1998,73035
Hungary,HUN,1999,327937
Hungary,HUN,2000,179319
Hungary,HUN,2001,205123
Hungary,HUN,2002,207528
Hungary,HUN,2003,108059
Hungary,HUN,2004,290551
Hungary,HUN,2005,282713
Hungary,HUN,2006,338006
Hungary,HUN,2007,485901
Hungary,HUN,2008,654706
Hungary,HUN,2009,579365
Hungary,HUN,2010,530619
Hungary,HUN,2011,526712
Hungary,HUN,2012,414640
Hungary,HUN,2013,532510
Hungary,HUN,2014,699750
Hungary,HUN,2015,590444
Hungary,HUN,2016,924988
Hungary,HUN,2017,932139
Hungary,HUN,2018,1002710
Hungary,HUN,2019,912120
Hungary,HUN,2020,876900
India,IND,1961,1347000
India,IND,1962,1346000
India,IND,1963,1303000
India,IND,1964,915000
India,IND,1965,1474000
India,IND,1966,1298000
India,IND,1967,1227900
India,IND,1968,1567700
India,IND,1969,1346700
India,IND,1970,1563600
India,IND,1971,1975300
India,IND,1972,1432800
India,IND,1973,1807800
India,IND,1974,1704300
India,IND,1975,2251600
India,IND,1976,1935800
India,IND,1977,1550700
India,IND,1978,1649700
India,IND,1979,1860100
India,IND,1980,1428000
India,IND,1981,2304300
India,IND,1982,2381500
India,IND,1983,2207200
India,IND,1984,2608000
India,IND,1985,3073000
India,IND,1986,2680500
India,IND,1987,2604700
India,IND,1988,3454500
India,IND,1989,4376800
India,IND,1990,4125300
India,IND,1991,5229300
India,IND,1992,5862500
India,IND,1993,4800000
India,IND,1994,5327900
India,IND,1995,5758000
India,IND,1996,5999500
India,IND,1997,6657900
India,IND,1998,4702900
India,IND,1999,5663900
India,IND,2000,5788400
India,IND,2001,4187200
India,IND,2002,5082600
India,IND,2003,3879800
India,IND,2004,6291400
India,IND,2005,7593100
India,IND,2006,8131200
India,IND,2007,7438000
India,IND,2008,5834000
India,IND,2009,7200700
India,IND,2010,6608100
India,IND,2011,8179000
India,IND,2012,6600000
India,IND,2013,7820000
India,IND,2014,7877000
India,IND,2015,6282000
India,IND,2016,6797000
India,IND,2017,7917230
India,IND,2018,8429850
India,IND,2019,9255660
India,IND,2020,9124000
Iran,IRN,1998,6516
Iran,IRN,1999,4399
Iran,IRN,2000,8793
Iran,IRN,2001,32676
Iran,IRN,2002,61991
Iran,IRN,2003,108439
Iran,IRN,2004,126115
Iran,IRN,2005,234699
Iran,IRN,2006,315090
Iran,IRN,2007,356890
Iran,IRN,2008,179800
Iran,IRN,2009,150601
Iran,IRN,2010,145900
Iran,IRN,2011,161300
Iran,IRN,2012,142100
Iran,IRN,2013,174999
Iran,IRN,2014,145978
Iran,IRN,2015,202345
Iran,IRN,2016,271518
Iran,IRN,2017,351498
Iran,IRN,2018,424084
Iran,IRN,2019,350000
Iran,IRN,2020,340000
Ireland,IRL,1975,300
Ireland,IRL,1976,300
Ireland,IRL,1977,500
Ireland,IRL,1978,500
Ireland,IRL,1979,400
Ireland,IRL,1980,1000
Ireland,IRL,1981,2000
Ireland,IRL,1982,4500
Ireland,IRL,1983,4000
Ireland,IRL,1984,15000
Ireland,IRL,1985,14000
Ireland,IRL,1986,6000
Ireland,IRL,1987,16000
Ireland,IRL,1988,12000
Ireland,IRL,1989,10000
Ireland,IRL,1990,20000
Ireland,IRL,1991,23000
Ireland,IRL,1992,18000
Ireland,IRL,1993,9000
Ireland,IRL,1994,17000
Ireland,IRL,1995,13000
Ireland,IRL,1996,10000
Ireland,IRL,1997,12000
Ireland,IRL,1998,17000
Ireland,IRL,1999,5000
Ireland,IRL,2000,8600
Ireland,IRL,2001,7300
Ireland,IRL,2002,6700
Ireland,IRL,2003,7200
Ireland,IRL,2004,6700
Ireland,IRL,2005,14200
Ireland,IRL,2006,17900
Ireland,IRL,2007,31900
Ireland,IRL,2008,20300
Ireland,IRL,2009,23700
Ireland,IRL,2010,28100
Ireland,IRL,2011,55900
Ireland,IRL,2012,58700
Ireland,IRL,2013,49200
Ireland,IRL,2014,34200
Ireland,IRL,2015,39900
Ireland,IRL,2016,34100
Ireland,IRL,2017,41723
Ireland,IRL,2018,40280
Ireland,IRL,2019,37490
Ireland,IRL,2020,44130
Italy,ITA,1961,9140
Italy,ITA,1962,10060
Italy,ITA,1963,8000
Italy,ITA,1964,8150
Italy,ITA,1965,8845
Italy,ITA,1966,9540
Italy,ITA,1967,5350
Italy,ITA,1968,4660
Italy,ITA,1969,4410
Italy,ITA,1970,5570
Italy,ITA,1971,5704
Italy,ITA,1972,6401
Italy,ITA,1973,9720
Italy,ITA,1974,3030
Italy,ITA,1975,2470
Italy,ITA,1976,1690
Italy,ITA,1977,930
Italy,ITA,1978,1130
Italy,ITA,1979,830
Italy,ITA,1980,630
Italy,ITA,1981,230
Italy,ITA,1982,150
Italy,ITA,1983,530
Italy,ITA,1984,5100
Italy,ITA,1985,12600
Italy,ITA,1986,44010
Italy,ITA,1987,67830
Italy,ITA,1988,50510
Italy,ITA,1989,40400
Italy,ITA,1990,43700
Italy,ITA,1991,35500
Italy,ITA,1992,18879
Italy,ITA,1993,12966
Italy,ITA,1994,29228
Italy,ITA,1995,95833
Italy,ITA,1996,90595
Italy,ITA,1997,59815
Italy,ITA,1998,54017
Italy,ITA,1999,58500
Italy,ITA,2000,41016
Italy,ITA,2001,32000
Italy,ITA,2002,13440
Italy,ITA,2003,6636
Italy,ITA,2004,5180
Italy,ITA,2005,6079
Italy,ITA,2006,5961
Italy,ITA,2007,14884
Italy,ITA,2008,32659
Italy,ITA,2009,50200
Italy,ITA,2010,50300
Italy,ITA,2011,44033
Italy,ITA,2012,25192
Italy,ITA,2013,40242
Italy,ITA,2014,41633
Italy,ITA,2015,28073
Italy,ITA,2016,34825
Italy,ITA,2017,41444
Italy,ITA,2018,39700
Italy,ITA,2019,37990
Italy,ITA,2020,48690
Japan,JPN,1961,273500
Japan,JPN,1962,246800
Japan,JPN,1963,108900
Japan,JPN,1964,134600
Japan,JPN,1965,125500
Japan,JPN,1966,94600
Japan,JPN,1967,79400
Japan,JPN,1968,68400
Japan,JPN,1969,48000
Japan,JPN,1970,30100
Japan,JPN,1971,22800
Japan,JPN,1972,16200
Japan,JPN,1973,12700
Japan,JPN,1974,9100
Japan,JPN,1975,7270
Japan,JPN,1976,6210
Japan,JPN,1977,5190
Japan,JPN,1978,4760
Japan,JPN,1979,4540
Japan,JPN,1980,4140
Japan,JPN,1981,3740
Japan,JPN,1982,3760
Japan,JPN,1983,3220
Japan,JPN,1984,2700
Japan,JPN,1985,2730
Japan,JPN,1986,2230
Japan,JPN,1987,1970
Japan,JPN,1988,1740
Japan,JPN,1989,1810
Japan,JPN,1990,1660
Japan,JPN,1991,1620
Japan,JPN,1992,1600
Japan,JPN,1993,1290
Japan,JPN,1994,2000
Japan,JPN,1995,1170
Japan,JPN,1996,1100
Japan,JPN,1997,1000
Japan,JPN,1998,1000
Japan,JPN,1999,783
Japan,JPN,2000,650
Japan,JPN,2001,918
Japan,JPN,2002,1098
Japan,JPN,2003,1015
Japan,JPN,2004,1000
Japan,JPN,2005,1000
Japan,JPN,2006,1000
Japan,JPN,2007,1000
Japan,JPN,2008,1000
Japan,JPN,2009,1000
Japan,JPN,2010,1570
Japan,JPN,2011,1950
Japan,JPN,2012,1870
Japan,JPN,2013,1770
Japan,JPN,2014,1780
Japan,JPN,2015,3160
Japan,JPN,2016,3650
Japan,JPN,2017,3670
Japan,JPN,2018,3120
Japan,JPN,2019,4130
Japan,JPN,2020,3580
Kazakhstan,KAZ,1992,54140
Kazakhstan,KAZ,1993,16300
Kazakhstan,KAZ,1994,22400
Kazakhstan,KAZ,1995,10100
Kazakhstan,KAZ,1996,3683
Kazakhstan,KAZ,1997,5037
Kazakhstan,KAZ,1998,3528
Kazakhstan,KAZ,1999,11500
Kazakhstan,KAZ,2000,2940
Kazakhstan,KAZ,2001,5000
Kazakhstan,KAZ,2002,2105
Kazakhstan,KAZ,2003,7335
Kazakhstan,KAZ,2004,4322
Kazakhstan,KAZ,2005,30000
Kazakhstan,KAZ,2006,63300
Kazakhstan,KAZ,2007,118310
Kazakhstan,KAZ,2008,82690
Kazakhstan,KAZ,2009,107220
Kazakhstan,KAZ,2010,109170
Kazakhstan,KAZ,2011,148475
Kazakhstan,KAZ,2012,116865
Kazakhstan,KAZ,2013,241796
Kazakhstan,KAZ,2014,241477
Kazakhstan,KAZ,2015,138170
Kazakhstan,KAZ,2016,169761
Kazakhstan,KAZ,2017,278975
Kazakhstan,KAZ,2018,394341
Kazakhstan,KAZ,2019,240793
Kazakhstan,KAZ,2020,153168
Kyrgyzstan,KGZ,1992,769
Kyrgyzstan,KGZ,1993,1410
Kyrgyzstan,KGZ,1994,2696
Kyrgyzstan,KGZ,1995,578
Kyrgyzstan,KGZ,1996,332
Kyrgyzstan,KGZ,1997,168
Kyrgyzstan,KGZ,1998,67
Kyrgyzstan,KGZ,1999,78
Kyrgyzstan,KGZ,2000,95
Kyrgyzstan,KGZ,2001,350
Kyrgyzstan,KGZ,2002,254
Kyrgyzstan,KGZ,2003,320
Kyrgyzstan,KGZ,2004,1027
Kyrgyzstan,KGZ,2005,863
Kyrgyzstan,KGZ,2006,609
Kyrgyzstan,KGZ,2007,232
Kyrgyzstan,KGZ,2008,122
Kyrgyzstan,KGZ,2009,188
Kyrgyzstan,KGZ,2010,110
Kyrgyzstan,KGZ,2011,100
Kyrgyzstan,KGZ,2012,0
Kyrgyzstan,KGZ,2013,0
Kyrgyzstan,KGZ,2014,0
Kyrgyzstan,KGZ,2015,0
Kyrgyzstan,KGZ,2016,59
Kyrgyzstan,KGZ,2017,71
Kyrgyzstan,KGZ,2018,48
Kyrgyzstan,KGZ,2019,180
Kyrgyzstan,KGZ,2020,123
Land Locked Developing Countries (FAO),,1992,59040
Land Locked Developing Countries (FAO),,1993,27702
Land Locked Developing Countries (FAO),,1994,36390
Land Locked Developing Countries (FAO),,1995,24455
Land Locked Developing Countries (FAO),,1996,49067
Land Locked Developing Countries (FAO),,1997,18083
Land Locked Developing Countries (FAO),,1998,15432
Land Locked Developing Countries (FAO),,1999,24218
Land Locked Developing Countries (FAO),,2000,31264
Land Locked Developing Countries (FAO),,2001,32124
Land Locked Developing Countries (FAO),,2002,28126
Land Locked Developing Countries (FAO),,2003,47271
Land Locked Developing Countries (FAO),,2004,84645
Land Locked Developing Countries (FAO),,2005,152411
Land Locked Developing Countries (FAO),,2006,170536
Land Locked Developing Countries (FAO),,2007,271282
Land Locked Developing Countries (FAO),,2008,282855
Land Locked Developing Countries (FAO),,2009,254480
Land Locked Developing Countries (FAO),,2010,293099
Land Locked Developing Countries (FAO),,2011,400790
Land Locked Developing Countries (FAO),,2012,385846
Land Locked Developing Countries (FAO),,2013,527517
Land Locked Developing Countries (FAO),,2014,535584
Land Locked Developing Countries (FAO),,2015,344972
Land Locked Developing Countries (FAO),,2016,395490
Land Locked Developing Countries (FAO),,2017,517069
Land Locked Developing Countries (FAO),,2018,579888
Land Locked Developing Countries (FAO),,2019,455532
Land Locked Developing Countries (FAO),,2020,304134
Latvia,LVA,1992,1440
Latvia,LVA,1993,2460
Latvia,LVA,1994,1840
Latvia,LVA,1995,910
Latvia,LVA,1996,1270
Latvia,LVA,1997,540
Latvia,LVA,1998,1600
Latvia,LVA,1999,11700
Latvia,LVA,2000,10000
Latvia,LVA,2001,13000
Latvia,LVA,2002,32700
Latvia,LVA,2003,37400
Latvia,LVA,2004,103600
Latvia,LVA,2005,145700
Latvia,LVA,2006,120600
Latvia,LVA,2007,196900
Latvia,LVA,2008,198500
Latvia,LVA,2009,204700
Latvia,LVA,2010,226300
Latvia,LVA,2011,219100
Latvia,LVA,2012,303500
Latvia,LVA,2013,296600
Latvia,LVA,2014,185500
Latvia,LVA,2015,293200
Latvia,LVA,2016,283000
Latvia,LVA,2017,326200
Latvia,LVA,2018,231100
Latvia,LVA,2019,408300
Latvia,LVA,2020,455500
Least Developed Countries (FAO),,1961,118552
Least Developed Countries (FAO),,1962,124648
Least Developed Countries (FAO),,1963,125664
Least Developed Countries (FAO),,1964,110424
Least Developed Countries (FAO),,1965,111440
Least Developed Countries (FAO),,1966,116500
Least Developed Countries (FAO),,1967,123600
Least Developed Countries (FAO),,1968,141900
Least Developed Countries (FAO),,1969,150100
Least Developed Countries (FAO),,1970,148500
Least Developed Countries (FAO),,1971,158700
Least Developed Countries (FAO),,1972,134445
Least Developed Countries (FAO),,1973,128864
Least Developed Countries (FAO),,1974,120070
Least Developed Countries (FAO),,1975,137251
Least Developed Countries (FAO),,1976,131557
Least Developed Countries (FAO),,1977,134270
Least Developed Countries (FAO),,1978,152103
Least Developed Countries (FAO),,1979,235000
Least Developed Countries (FAO),,1980,247690
Least Developed Countries (FAO),,1981,229150
Least Developed Countries (FAO),,1982,246100
Least Developed Countries (FAO),,1983,261630
Least Developed Countries (FAO),,1984,268764
Least Developed Countries (FAO),,1985,301454
Least Developed Countries (FAO),,1986,280075
Least Developed Countries (FAO),,1987,269563
Least Developed Countries (FAO),,1988,285178
Least Developed Countries (FAO),,1989,280973
Least Developed Countries (FAO),,1990,295710
Least Developed Countries (FAO),,1991,307530
Least Developed Countries (FAO),,1992,324040
Least Developed Countries (FAO),,1993,253300
Least Developed Countries (FAO),,1994,248580
Least Developed Countries (FAO),,1995,258079
Least Developed Countries (FAO),,1996,286119
Least Developed Countries (FAO),,1997,258049
Least Developed Countries (FAO),,1998,263604
Least Developed Countries (FAO),,1999,261417
Least Developed Countries (FAO),,2000,262905
Least Developed Countries (FAO),,2001,252736
Least Developed Countries (FAO),,2002,249943
Least Developed Countries (FAO),,2003,237830
Least Developed Countries (FAO),,2004,239854
Least Developed Countries (FAO),,2005,227213
Least Developed Countries (FAO),,2006,207816
Least Developed Countries (FAO),,2007,218086
Least Developed Countries (FAO),,2008,275651
Least Developed Countries (FAO),,2009,225345
Least Developed Countries (FAO),,2010,241051
Least Developed Countries (FAO),,2011,320666
Least Developed Countries (FAO),,2012,334287
Least Developed Countries (FAO),,2013,356448
Least Developed Countries (FAO),,2014,349319
Least Developed Countries (FAO),,2015,414495
Least Developed Countries (FAO),,2016,405348
Least Developed Countries (FAO),,2017,400936
Least Developed Countries (FAO),,2018,389753
Least Developed Countries (FAO),,2019,353786
Least Developed Countries (FAO),,2020,370825
Lithuania,LTU,1992,7600
Lithuania,LTU,1993,3100
Lithuania,LTU,1994,13200
Lithuania,LTU,1995,18900
Lithuania,LTU,1996,22600
Lithuania,LTU,1997,37200
Lithuania,LTU,1998,71900
Lithuania,LTU,1999,115100
Lithuania,LTU,2000,81000
Lithuania,LTU,2001,64800
Lithuania,LTU,2002,105600
Lithuania,LTU,2003,119500
Lithuania,LTU,2004,204700
Lithuania,LTU,2005,201200
Lithuania,LTU,2006,169600
Lithuania,LTU,2007,311900
Lithuania,LTU,2008,330200
Lithuania,LTU,2009,415800
Lithuania,LTU,2010,416700
Lithuania,LTU,2011,484300
Lithuania,LTU,2012,632900
Lithuania,LTU,2013,550600
Lithuania,LTU,2014,501500
Lithuania,LTU,2015,512162
Lithuania,LTU,2016,399439
Lithuania,LTU,2017,543518
Lithuania,LTU,2018,435900
Lithuania,LTU,2019,692480
Lithuania,LTU,2020,972360
Low Income Food Deficit Countries (FAO),,1961,1465552
Low Income Food Deficit Countries (FAO),,1962,1470648
Low Income Food Deficit Countries (FAO),,1963,1428664
Low Income Food Deficit Countries (FAO),,1964,1025424
Low Income Food Deficit Countries (FAO),,1965,1585440
Low Income Food Deficit Countries (FAO),,1966,1414500
Low Income Food Deficit Countries (FAO),,1967,1351500
Low Income Food Deficit Countries (FAO),,1968,1709600
Low Income Food Deficit Countries (FAO),,1969,1496800
Low Income Food Deficit Countries (FAO),,1970,1712100
Low Income Food Deficit Countries (FAO),,1971,2134000
Low Income Food Deficit Countries (FAO),,1972,1567245
Low Income Food Deficit Countries (FAO),,1973,1936664
Low Income Food Deficit Countries (FAO),,1974,1824370
Low Income Food Deficit Countries (FAO),,1975,2388851
Low Income Food Deficit Countries (FAO),,1976,2067357
Low Income Food Deficit Countries (FAO),,1977,1684970
Low Income Food Deficit Countries (FAO),,1978,1801803
Low Income Food Deficit Countries (FAO),,1979,2095100
Low Income Food Deficit Countries (FAO),,1980,1675690
Low Income Food Deficit Countries (FAO),,1981,2533450
Low Income Food Deficit Countries (FAO),,1982,2627600
Low Income Food Deficit Countries (FAO),,1983,2468830
Low Income Food Deficit Countries (FAO),,1984,2876764
Low Income Food Deficit Countries (FAO),,1985,3374454
Low Income Food Deficit Countries (FAO),,1986,2960575
Low Income Food Deficit Countries (FAO),,1987,2874263
Low Income Food Deficit Countries (FAO),,1988,3739678
Low Income Food Deficit Countries (FAO),,1989,4657773
Low Income Food Deficit Countries (FAO),,1990,4421010
Low Income Food Deficit Countries (FAO),,1991,5536830
Low Income Food Deficit Countries (FAO),,1992,6188440
Low Income Food Deficit Countries (FAO),,1993,5055540
Low Income Food Deficit Countries (FAO),,1994,5580209
Low Income Food Deficit Countries (FAO),,1995,6017630
Low Income Food Deficit Countries (FAO),,1996,6287218
Low Income Food Deficit Countries (FAO),,1997,6917421
Low Income Food Deficit Countries (FAO),,1998,4967793
Low Income Food Deficit Countries (FAO),,1999,5926918
Low Income Food Deficit Countries (FAO),,2000,6053410
Low Income Food Deficit Countries (FAO),,2001,4441989
Low Income Food Deficit Countries (FAO),,2002,5334321
Low Income Food Deficit Countries (FAO),,2003,4119777
Low Income Food Deficit Countries (FAO),,2004,6533936
Low Income Food Deficit Countries (FAO),,2005,7822951
Low Income Food Deficit Countries (FAO),,2006,8341596
Low Income Food Deficit Countries (FAO),,2007,7658149
Low Income Food Deficit Countries (FAO),,2008,6111370
Low Income Food Deficit Countries (FAO),,2009,7427879
Low Income Food Deficit Countries (FAO),,2010,6850902
Low Income Food Deficit Countries (FAO),,2011,8501339
Low Income Food Deficit Countries (FAO),,2012,6935809
Low Income Food Deficit Countries (FAO),,2013,8177981
Low Income Food Deficit Countries (FAO),,2014,8227576
Low Income Food Deficit Countries (FAO),,2015,6697817
Low Income Food Deficit Countries (FAO),,2016,7203771
Low Income Food Deficit Countries (FAO),,2017,8319787
Low Income Food Deficit Countries (FAO),,2018,8821193
Low Income Food Deficit Countries (FAO),,2019,9610934
Low Income Food Deficit Countries (FAO),,2020,9496328
Low-income countries,,1961,20000
Low-income countries,,1962,20000
Low-income countries,,1963,20000
Low-income countries,,1964,20000
Low-income countries,,1965,20000
Low-income countries,,1966,20000
Low-income countries,,1967,20000
Low-income countries,,1968,20000
Low-income countries,,1969,20000
